"","CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","FGROWCFGS","ba"
"179",247289924010854,2009,12,1,1,30,3,1,2,NA,NA,2,0,131,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"180",247289925010854,2009,12,1,1,30,3,2,2,NA,NA,2,0,131,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"181",247289926010854,2009,12,1,1,30,3,3,2,206,15.9,2,1,694,35,8,1,40,1,40,3,45,2,NA,NA,15,0,0.349065850398866
"182",247289927010854,2009,12,1,1,30,3,4,2,350,5,2,1,111,1,1.2,1,9,1,9,2,35,4,NA,NA,NA,0,0.00785398163397448
"183",247289928010854,2009,12,1,1,30,4,1,1,NA,NA,1,0,693,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"184",247289929010854,2009,12,1,1,30,4,2,1,6,22.7,1,1,131,2,6,1,44,1,44,2,35,3,NA,NA,0,0.342677,0.196349540849362
"185",247289930010854,2009,12,1,1,30,4,3,1,12,18.9,1,1,131,2,8.3,1,45,1,45,2,40,3,NA,NA,0,0.775257,0.375736663030904
"186",247289931010854,2009,12,1,1,30,4,4,1,37,23.9,1,1,131,2,5.5,1,44,1,44,2,35,3,NA,NA,0,0.270488,0.164988155852589
"187",247289932010854,2009,12,1,1,30,4,5,1,47,10.1,1,1,131,2,5.4,1,36,1,36,2,35,3,NA,NA,0,0.190241,0.159043128087983
"188",247289933010854,2009,12,1,1,30,4,6,1,51,20.5,1,1,131,2,7.9,1,46,1,46,2,35,3,NA,NA,0,0.709861,0.340393745678019
"189",247289934010854,2009,12,1,1,30,4,7,1,72,9.1,1,1,131,2,5.5,1,40,1,40,2,35,3,NA,NA,0,0.235963,0.164988155852589
"190",247289935010854,2009,12,1,1,30,4,8,1,95,9.3,1,1,131,2,5.4,1,38,1,38,2,35,3,NA,NA,0,0.206881,0.159043128087983
"191",247289936010854,2009,12,1,1,30,4,9,1,98,21.5,1,1,131,2,8.3,1,49,1,49,2,35,3,NA,NA,0,0.853883,0.375736663030904
"192",247289937010854,2009,12,1,1,30,4,10,1,134,18.5,1,1,131,2,6.6,1,40,1,40,2,35,3,NA,NA,0,0.387874,0.237582944427728
"193",247289938010854,2009,12,1,1,30,4,11,1,138,21.7,1,1,131,2,5,1,43,1,43,2,35,3,NA,NA,0,0.197443,0.136353847812057
"194",247289939010854,2009,12,1,1,30,4,12,1,169,23.5,1,1,131,2,6.7,1,45,1,45,2,35,3,NA,NA,0,0.467097,0.24483696913133
"195",247289940010854,2009,12,1,1,30,4,13,1,171,15.3,1,1,131,2,7.1,1,42,1,42,2,35,3,NA,NA,0,0.494823,0.274943898728232
"196",247289941010854,2009,12,1,1,30,4,14,1,181,7.6,1,1,131,2,5.2,1,39,1,39,2,35,3,NA,NA,0,0.19161,0.147480321793521
"197",247289942010854,2009,12,1,1,30,4,15,1,200,22.1,1,1,131,2,7.5,1,48,1,48,2,35,3,NA,NA,0,0.661109,0.306796157577128
"198",247289943010854,2009,12,1,1,30,4,16,1,207,18.8,1,1,131,2,7.6,1,46,1,46,2,35,3,NA,NA,0,0.648828,0.315031929984976
"199",247289944010854,2009,12,1,1,30,4,17,1,248,13.2,1,1,131,2,8.7,1,47,1,47,2,35,3,NA,NA,0,0.905763,0.412824909635784
"200",247289945010854,2009,12,1,1,30,4,18,1,344,20.7,1,1,131,2,7.2,1,43,1,43,2,35,3,NA,NA,0,0.526751,0.282743338823081
"201",247289946010854,2009,12,1,1,30,4,19,1,196,4.6,1,1,131,2,2.1,1,26,1,26,2,15,5,NA,NA,NA,0,0.0240528187540469
"202",247290002010854,2009,12,1,1,35,2,1,2,332,10.5,1,1,838,27,30,1,97,1,97,3,45,3,NA,NA,0,0,4.90873852123405
"203",247290003010854,2009,12,1,1,35,2,2,2,10,23.4,1,1,838,27,34.4,1,100,1,100,3,45,3,NA,NA,0,0,6.45422757387503
"204",247290004010854,2009,12,1,1,35,2,3,2,56,23.6,1,1,611,34,7.2,1,40,1,40,2,30,5,NA,NA,0,0.431408,0.282743338823081
"205",247290005010854,2009,12,1,1,35,2,4,2,270,20.6,1,1,838,27,25,1,97,1,97,3,40,3,NA,NA,0,0,3.40884619530143
"206",247290024010854,2009,12,1,1,48,1,1,1,NA,NA,1,3,762,41,5.38,1,54,4,54,NA,NA,NA,NA,80,NA,0.059992,0.157867212504452
"207",247290025010854,2009,12,1,1,48,1,2,1,NA,NA,1,3,820,28,22.8,1,74,4,74,NA,NA,NA,NA,80,NA,0.633425,2.83528736986479
"208",247290026010854,2009,12,1,1,48,1,3,1,NA,NA,1,3,762,41,6.52,1,52,4,52,NA,NA,NA,NA,80,NA,0.124577,0.231858264481187
"209",247290027010854,2009,12,1,1,48,1,4,1,NA,NA,1,2,827,28,19.2,1,76,4,76,NA,NA,NA,NA,NA,NA,0,2.01061929829747
"210",247290028010854,2009,12,1,1,48,1,5,1,NA,NA,1,3,762,41,6.02,1,47,4,47,NA,NA,NA,NA,80,NA,0.103298,0.197660719449923
"211",247290029010854,2009,12,1,1,48,1,6,1,NA,NA,1,3,762,41,6.62,1,50,4,50,NA,NA,NA,NA,80,NA,0,0.239025022722188
"212",247290030010854,2009,12,1,1,48,2,1,1,NA,NA,1,3,827,28,9.48,1,71,4,71,NA,NA,NA,NA,80,NA,0.247614,0.490166993776348
"213",247290031010854,2009,12,1,1,48,2,2,1,NA,NA,1,3,409,29,16.88,1,78,4,78,NA,NA,NA,NA,80,NA,0.242119,1.55407607256079
"214",247290032010854,2009,12,1,1,48,2,3,1,NA,NA,1,2,827,28,18.7,1,75,4,75,NA,NA,NA,NA,NA,NA,0,1.90726308165593
"215",247290033010854,2009,12,1,1,48,2,4,1,NA,NA,1,2,827,28,11.9,1,69,4,69,NA,NA,NA,NA,NA,NA,0,0.772362735546616
"216",247290034010854,2009,12,1,1,48,2,5,1,NA,NA,1,2,827,28,19.6,1,76,4,76,NA,NA,NA,NA,NA,NA,0,2.09526776701919
"217",247290035010854,2009,12,1,1,48,3,1,1,NA,NA,1,3,491,42,6.12,1,28,4,28,NA,NA,NA,NA,80,NA,0.054131,0.204282062299676
"218",247290036010854,2009,12,1,1,48,3,2,1,NA,NA,1,3,762,41,6.52,1,54,4,54,NA,NA,NA,NA,80,NA,0.129125,0.231858264481187
"219",247290037010854,2009,12,1,1,48,4,1,2,68,4.2,1,1,762,41,2.8,1,21,1,21,2,5,5,NA,NA,NA,0,0.0427605666738611
"220",247290038010854,2009,12,1,1,48,4,2,2,69,4.6,1,1,762,41,2.6,1,22,1,15,2,5,5,NA,NA,NA,0,0.0368700804483802
"221",247290039010854,2009,12,1,1,48,4,3,2,74,4.6,1,1,762,41,2.7,1,25,1,20,2,5,5,NA,NA,NA,0,0.0397607820219958
"222",247290040010854,2009,12,1,1,48,4,4,2,210,5.4,1,1,820,28,1,1,19,1,19,2,5,5,NA,NA,NA,0,0.00545415391248228
"223",247290041010854,2009,12,1,1,48,4,5,2,226,1.6,1,1,827,28,1.1,1,22,1,22,2,10,5,NA,NA,NA,0,0.00659952623410356
"224",247290042010854,2009,12,1,1,48,4,6,2,237,5.9,1,1,827,28,1.3,1,22,1,22,2,10,5,NA,NA,NA,0,0.00921752011209505
"225",247290043010854,2009,12,1,1,48,4,7,2,306,5,1,1,827,28,1.1,1,20,1,20,2,5,5,NA,NA,NA,0,0.00659952623410356
"226",247290044010854,2009,12,1,1,48,4,8,2,313,6.6,1,1,827,28,1.1,1,15,1,15,2,5,5,NA,NA,NA,0,0.00659952623410356
"227",247290045010854,2009,12,1,1,48,4,9,2,66,21.8,1,1,403,29,7.2,1,54,1,54,2,30,4,NA,NA,0,0.600431,0.282743338823081
"228",247289975010854,2009,12,1,1,53,1,1,1,180,1,1,1,111,1,2.6,1,16,1,16,2,50,2,NA,NA,NA,0,0.0368700804483802
"229",247289976010854,2009,12,1,1,53,2,1,1,NA,NA,1,2,555,41,9.03,1,43,4,43,NA,NA,NA,NA,80,NA,0.127958,0.444736618762326
"230",247289977010854,2009,12,1,1,53,2,2,1,12,5.7,1,1,111,1,2.4,1,16,1,16,2,50,2,NA,NA,NA,0,0.0314159265358979
"231",247289978010854,2009,12,1,1,53,2,3,1,145,2.3,1,1,111,1,3.3,1,18,1,18,2,80,2,NA,NA,NA,0,0.059395736106932
"232",247289979010854,2009,12,1,1,53,3,1,1,84,5.9,1,1,111,1,2,1,15,1,15,2,50,2,NA,NA,NA,0,0.0218166156499291
"233",247289980010854,2009,12,1,1,53,3,2,1,315,4.9,1,1,111,1,1.1,1,10,1,10,2,30,2,NA,NA,NA,0,0.00659952623410356
"234",247289981010854,2009,12,1,1,53,4,1,1,261,4.7,1,1,111,1,3.9,1,20,1,20,2,60,3,NA,NA,NA,0,0.0829576810088555
"235",247289982010854,2009,12,1,1,53,4,2,1,309,6.7,1,1,111,1,4.3,1,21,1,21,2,50,2,NA,NA,NA,0,0.100847305841797
"236",247290151010854,2009,12,1,1,54,1,1,1,314,5.4,1,1,111,1,4.9,1,34,1,34,2,25,3,NA,NA,NA,0,0.1309542354387
"237",247290152010854,2009,12,1,1,54,1,2,1,38,13.8,1,1,111,1,5.6,1,38,1,38,2,30,3,NA,NA,0,0.225716,0.171042266695444
"238",247290153010854,2009,12,1,1,54,1,3,1,64,22.5,1,1,111,1,5.3,1,37,1,37,2,25,3,NA,NA,0,0.183612,0.153207183401627
"239",247290154010854,2009,12,1,1,54,1,4,1,103,20.8,1,1,111,1,5.8,1,37,1,37,2,35,3,NA,NA,0,0.240363,0.183477737615904
"240",247290155010854,2009,12,1,1,54,1,5,1,117,21.5,1,1,111,1,5.1,1,37,1,37,2,25,3,NA,NA,0,0.162343,0.141862543263664
"241",247290156010854,2009,12,1,1,54,1,6,1,145,14.2,1,1,111,1,5.1,1,36,1,36,2,35,3,NA,NA,0,0.155155,0.141862543263664
"242",247290157010854,2009,12,1,1,54,1,7,1,157,21.8,1,1,111,1,5.7,1,35,1,35,2,35,3,NA,NA,0,0.210646,0.177205460616549
"243",247290158010854,2009,12,1,1,54,1,8,1,191,15.2,1,1,111,1,6,1,35,1,35,2,40,3,NA,NA,0,0.244597,0.196349540849362
"244",247290159010854,2009,12,1,1,54,1,9,1,210,6.8,1,1,111,1,6.3,1,33,1,33,2,30,3,NA,NA,0,0.258352,0.216475368786422
"245",247290160010854,2009,12,1,1,54,1,10,1,327,4.9,1,1,111,1,5.5,1,33,1,33,2,30,3,NA,NA,0,0.172259,0.164988155852589
"246",247290161010854,2009,12,1,1,54,1,11,1,345,9.2,1,1,111,1,5.3,1,36,1,36,2,35,3,NA,NA,0,0.175849,0.153207183401627
"247",247290162010854,2009,12,1,1,54,1,12,1,358,16.3,1,1,111,1,6.2,1,36,1,36,2,30,3,NA,NA,0,0.278822,0.209657676395819
"248",247290163010854,2009,12,1,1,54,2,1,1,81,6.6,1,1,111,1,3.9,1,25,1,25,2,25,3,NA,NA,NA,0,0.0829576810088555
"249",247290164010854,2009,12,1,1,54,2,2,1,295,4.9,1,1,111,1,3.3,1,35,1,35,2,15,4,NA,NA,NA,0,0.059395736106932
"250",247290165010854,2009,12,1,1,54,2,3,1,73,19.8,1,1,111,1,5.3,1,36,1,36,2,40,3,NA,NA,0,0.175849,0.153207183401627
"251",247290166010854,2009,12,1,1,54,2,4,1,108,19.8,1,1,111,1,5.3,1,37,1,37,2,40,3,NA,NA,0,0.183612,0.153207183401627
"252",247290167010854,2009,12,1,1,54,2,5,1,131,9.7,1,1,111,1,6.5,1,35,1,35,2,40,3,NA,NA,0,0.305052,0.230438002802376
"253",247290168010854,2009,12,1,1,54,2,6,1,156,21.2,1,1,111,1,5.7,1,38,1,38,2,35,3,NA,NA,0,0.237583,0.177205460616549
"254",247290169010854,2009,12,1,1,54,2,7,1,192,21.1,1,1,111,1,6.1,1,37,1,19,2,25,4,NA,NA,11,0.246413,0.202949067083466
"255",247290170010854,2009,12,1,1,54,2,8,1,222,6.6,1,1,111,1,5.7,1,35,1,35,2,30,3,NA,NA,0,0.210646,0.177205460616549
"256",247290171010854,2009,12,1,1,54,2,9,1,323,5.8,1,1,111,1,6.8,1,36,1,36,2,40,3,NA,NA,0,0.356425,0.252200076913181
"257",247290172010854,2009,12,1,1,54,3,1,1,57,9.6,1,1,111,1,5.2,1,36,1,36,2,45,3,NA,NA,0,0.165402,0.147480321793521
"258",247290173010854,2009,12,1,1,54,3,2,1,27,19.8,1,1,111,1,5.4,1,37,1,37,2,35,3,NA,NA,0,0.194553,0.159043128087983
"259",247290174010854,2009,12,1,1,54,3,3,1,66,20.5,1,1,111,1,6.3,1,36,1,36,3,40,3,NA,NA,0,0,0.216475368786422
"260",247290175010854,2009,12,1,1,54,3,4,1,154,18.4,1,1,111,1,5.3,1,35,1,35,2,35,3,NA,NA,0,0.168086,0.153207183401627
"261",247290176010854,2009,12,1,1,54,3,5,1,193,18.3,1,1,111,1,6.1,1,35,1,35,2,40,3,NA,NA,0,0.256301,0.202949067083466
"262",247290177010854,2009,12,1,1,54,3,6,1,194,13.2,1,1,111,1,7.1,1,42,1,42,2,45,3,NA,NA,0,0.481502,0.274943898728232
"263",247290178010854,2009,12,1,1,54,3,7,1,244,2.8,1,1,111,1,5.2,1,32,1,32,2,35,4,NA,NA,0,0.135511,0.147480321793521
"264",247290179010854,2009,12,1,1,54,3,8,1,254,15.8,1,1,111,1,6.4,1,41,1,41,2,45,3,NA,NA,0,0.360493,0.223402144255274
"265",247290180010854,2009,12,1,1,54,3,9,1,292,16.4,1,1,111,1,6.2,1,37,1,37,2,40,3,NA,NA,0,0.289446,0.209657676395819
"266",247290181010854,2009,12,1,1,54,3,10,1,311,19.9,1,1,111,1,5.3,1,37,1,37,2,35,3,NA,NA,0,0.183612,0.153207183401627
"267",247290182010854,2009,12,1,1,54,3,11,1,319,22.6,1,1,111,1,5.9,1,34,1,34,2,45,3,NA,NA,0,0.223466,0.189859097693508
"268",247290183010854,2009,12,1,1,54,3,12,1,331,6.6,1,1,111,1,6.8,1,44,1,44,2,40,3,NA,NA,0,0.458658,0.252200076913181
"269",247290184010854,2009,12,1,1,54,3,13,1,349,16.4,1,1,111,1,6.8,1,36,1,36,2,40,3,NA,NA,0,0.356425,0.252200076913181
"270",247290185010854,2009,12,1,1,54,4,1,1,110,11,1,1,111,1,5.2,1,37,1,37,2,30,3,NA,NA,0,0.172875,0.147480321793521
"271",247290186010854,2009,12,1,1,54,4,2,1,2,19,1,1,111,1,5.1,1,35,1,35,2,35,3,NA,NA,0,0.147967,0.141862543263664
"272",247290187010854,2009,12,1,1,54,4,3,1,3,12.5,1,1,111,1,5.4,1,29,1,29,3,45,3,NA,NA,0,0,0.159043128087983
"273",247290188010854,2009,12,1,1,54,4,4,1,7,1.4,1,1,111,1,5.5,1,36,1,36,2,40,3,NA,NA,0,0.197339,0.164988155852589
"274",247290189010854,2009,12,1,1,54,4,5,1,45,14.8,1,1,111,1,5.6,1,38,1,38,3,35,3,NA,NA,0,0,0.171042266695444
"275",247290190010854,2009,12,1,1,54,4,6,1,76,23.2,1,1,111,1,5.7,1,40,1,40,2,35,3,NA,NA,0,0.255541,0.177205460616549
"276",247290191010854,2009,12,1,1,54,4,7,1,89,22.1,1,1,111,1,5.6,1,36,1,36,2,40,3,NA,NA,0,0.208383,0.171042266695444
"277",247290192010854,2009,12,1,1,54,4,8,1,131,13.9,1,1,111,1,5.5,1,37,1,37,2,45,3,NA,NA,0,0.205699,0.164988155852589
"278",247290193010854,2009,12,1,1,54,4,9,1,146,18,1,1,111,1,5.4,1,31,1,31,2,35,3,NA,NA,0,0.146201,0.159043128087983
"279",247290194010854,2009,12,1,1,54,4,10,1,152,22,1,1,111,1,6.3,1,37,1,37,2,35,3,NA,NA,0,0.302227,0.216475368786422
"280",247290195010854,2009,12,1,1,54,4,11,1,175,2.8,1,1,111,1,5.8,1,36,1,36,2,35,3,NA,NA,0,0.231066,0.183477737615904
"281",247290196010854,2009,12,1,1,54,4,12,1,177,8.7,1,1,111,1,5.8,1,32,1,32,2,35,3,NA,NA,0,0.193879,0.183477737615904
"282",247290197010854,2009,12,1,1,54,4,13,1,177,13.2,1,1,111,1,5,1,35,1,35,2,30,3,NA,NA,0,0.138197,0.136353847812057
"283",247290198010854,2009,12,1,1,54,4,14,1,178,18.3,1,1,111,1,5.2,1,36,1,36,2,30,3,NA,NA,0,0.165402,0.147480321793521
"284",247290199010854,2009,12,1,1,54,4,15,1,216,18.9,1,1,111,1,5.5,1,35,1,35,2,40,3,NA,NA,0,0.188979,0.164988155852589
"285",247290200010854,2009,12,1,1,54,4,16,1,231,14.9,1,1,111,1,5.2,1,36,1,36,2,35,3,NA,NA,0,0.165402,0.147480321793521
"286",247290201010854,2009,12,1,1,54,4,17,1,277,11.5,1,1,111,1,6.3,1,35,1,35,2,40,3,NA,NA,0,0.28029,0.216475368786422
"287",247290202010854,2009,12,1,1,54,4,18,1,303,12.2,1,1,111,1,5.6,1,38,1,38,2,35,3,NA,NA,0,0.225716,0.171042266695444
"288",247290203010854,2009,12,1,1,54,4,19,1,304,12.8,1,1,111,1,5.3,1,35,1,35,2,30,3,NA,NA,0,0.168086,0.153207183401627
"289",247290204010854,2009,12,1,1,54,4,20,1,316,15.8,1,1,111,1,5.8,1,37,1,37,2,35,3,NA,NA,0,0.240363,0.183477737615904
"290",247290205010854,2009,12,1,1,54,4,21,1,326,20.8,1,1,111,1,5.8,1,36,1,36,2,45,3,NA,NA,0,0.231066,0.183477737615904
"291",247289761010854,2009,12,1,1,55,1,1,1,NA,NA,1,2,111,1,10.5,1,63,4,63,NA,NA,NA,NA,NA,NA,0,0.601320468851171
"292",247289762010854,2009,12,1,1,55,1,2,1,NA,NA,1,2,820,28,9.55,1,70,4,70,NA,NA,NA,NA,70,NA,-1.346462,0.497432472203165
"293",247289763010854,2009,12,1,1,55,1,3,1,139,5.1,1,1,111,1,9.3,1,57,1,57,2,5,5,1,NA,0,-0.185295,0.471729771890592
"294",247289764010854,2009,12,1,1,55,1,4,1,NA,NA,1,2,111,1,6.53,1,61,4,61,NA,NA,NA,NA,70,NA,-0.486051,0.232570031566766
"295",247289765010854,2009,12,1,1,55,1,5,1,181,14.7,1,1,827,28,6.6,1,22,1,22,3,60,5,NA,NA,0,0,0.237582944427728
"296",247289766010854,2009,12,1,1,55,1,6,1,254,17,1,1,111,1,13.5,1,100,1,100,3,30,3,NA,NA,5,0,0.994019550549895
"297",247289767010854,2009,12,1,1,55,1,7,1,274,23.2,1,1,827,28,8,1,78,1,78,2,50,4,NA,NA,0,0.469559,0.349065850398866
"298",247289768010854,2009,12,1,1,55,1,8,1,277,5.7,1,1,111,1,23.1,1,108,1,108,3,40,2,NA,NA,20,0,2.91039106923967
"299",247289769010854,2009,12,1,1,55,1,9,1,302,15.9,1,1,827,28,12,1,86,1,86,3,40,5,NA,NA,0,0,0.785398163397448
"300",247289770010854,2009,12,1,1,55,1,10,1,337,9.9,1,1,827,28,9.9,1,61,1,61,2,60,5,NA,NA,0,0.219183,0.534561624962388
"301",247289771010854,2009,12,1,1,55,2,1,1,NA,NA,1,2,827,28,7.56,1,39,4,39,NA,NA,NA,NA,20,NA,0,0.311724531052447
"302",247289772010854,2009,12,1,1,55,2,2,1,60,19.4,1,1,827,28,18.8,1,85,1,85,2,40,3,2,NA,0,1.103461,1.92771615882774
"303",247289773010854,2009,12,1,1,55,2,3,1,75,9.2,1,1,111,1,14.2,1,95,1,95,2,15,3,1,NA,0,0.491905,1.09977559491293
"304",247289774010854,2009,12,1,1,55,2,4,1,NA,NA,1,2,111,1,7.33,1,78,4,78,NA,NA,NA,NA,70,NA,-0.864483,0.293045690148369
"305",247289775010854,2009,12,1,1,55,2,5,1,258,8.8,1,1,111,1,13,1,92,1,92,2,15,3,1,NA,0,0.917295,0.921752011209505
"306",247289776010854,2009,12,1,1,55,2,6,1,268,20.9,1,1,111,1,12.6,1,92,1,92,2,25,3,1,NA,0,1.106829,0.865901475145687
"307",247289777010854,2009,12,1,1,55,2,7,1,303,18.6,1,1,827,28,11.6,1,50,2,27,3,25,5,NA,NA,36,0,0.733910950463616
"308",247289778010854,2009,12,1,1,55,2,8,1,NA,NA,1,2,827,28,8.68,1,62,4,62,NA,NA,NA,NA,20,NA,0,0.410929045735805
"309",247289779010854,2009,12,1,1,55,2,9,1,301,5.7,1,1,762,41,1.3,1,15,1,15,2,30,5,NA,NA,NA,0,0.00921752011209505
"310",247289780010854,2009,12,1,1,55,3,1,1,NA,NA,1,2,111,1,6.8,1,48,4,48,NA,NA,NA,NA,NA,NA,0,0.252200076913181
"311",247289781010854,2009,12,1,1,55,3,2,1,117,9.8,1,1,827,28,11.8,1,71,1,71,3,45,4,NA,NA,0,0,0.759436390774033
"312",247289782010854,2009,12,1,1,55,3,3,1,NA,NA,1,2,111,1,10.63,1,97,4,97,NA,NA,NA,NA,70,NA,-2.588064,0.616302484233369
"313",247289783010854,2009,12,1,1,55,3,4,1,NA,NA,1,2,111,1,12.65,1,98,4,98,NA,NA,NA,NA,70,NA,-3.896461,0.872787344460196
"314",247289784010854,2009,12,1,1,55,3,5,1,NA,NA,1,2,111,1,10.93,1,98,4,98,NA,NA,NA,NA,70,NA,-2.779119,0.651579951739304
"315",247289785010854,2009,12,1,1,55,3,6,1,NA,NA,1,2,111,1,7.9,1,66,4,66,NA,NA,NA,NA,NA,NA,0,0.340393745678019
"316",247289786010854,2009,12,1,1,55,3,7,1,NA,NA,1,2,111,1,8.06,1,87,4,87,NA,NA,NA,NA,70,NA,-1.218296,0.354321473108934
"317",247289787010854,2009,12,1,1,55,3,8,1,NA,NA,1,2,111,1,14.4,1,99,4,99,NA,NA,NA,NA,NA,NA,0,1.13097335529233
"318",247289788010854,2009,12,1,1,55,3,9,1,NA,NA,1,2,111,1,6.53,1,71,4,71,NA,NA,NA,NA,70,NA,-0.577981,0.232570031566766
"319",247289789010854,2009,12,1,1,55,3,10,1,NA,NA,1,2,111,1,13.05,1,98,4,98,NA,NA,NA,NA,70,NA,-4.161587,0.928856046680514
"320",247289790010854,2009,12,1,1,55,3,11,1,NA,NA,1,2,111,1,11.85,1,97,4,97,NA,NA,NA,NA,70,NA,-3.355685,0.765885927775543
"321",247289791010854,2009,12,1,1,55,3,12,1,NA,NA,1,2,111,1,9.36,1,94,4,94,NA,NA,NA,NA,70,NA,-1.893096,0.477836242611007
"322",247289792010854,2009,12,1,1,55,3,13,1,111,4.4,1,1,827,28,3.2,1,36,1,36,2,50,5,NA,NA,NA,0,0.0558505360638185
"323",247289793010854,2009,12,1,1,55,3,14,1,NA,NA,1,2,838,27,2.1,1,23,3,23,NA,NA,NA,NA,70,NA,0,0.0240528187540469
"324",247289794010854,2009,12,1,1,55,3,15,1,175,16.8,1,1,827,28,7.3,1,52,1,52,3,45,4,NA,NA,0,0,0.290651861996181
"325",247289795010854,2009,12,1,1,55,4,1,1,12,10.4,1,2,762,41,9.2,1,79,1,79,3,NA,NA,NA,70,40,-1.355116,0.4616395871525
"326",247289796010854,2009,12,1,1,55,4,2,1,NA,NA,1,2,762,41,6.51,1,54,4,54,NA,NA,NA,NA,70,NA,-0.381386,0.23114758822639
"327",247289797010854,2009,12,1,1,55,4,3,1,143,11.8,1,1,820,28,14.7,1,63,1,63,2,45,4,3,NA,0,0.935071,1.1785881189483
"328",247289798010854,2009,12,1,1,55,4,4,1,147,13.6,1,1,111,1,16.6,1,105,1,105,2,35,2,1,NA,0,2.476858,1.50294665212362
"329",247289799010854,2009,12,1,1,55,4,5,1,167,8.3,1,1,827,28,5.6,1,43,1,43,3,50,5,NA,NA,0,0,0.171042266695444
"330",247289800010854,2009,12,1,1,55,4,6,1,170,19.3,1,1,820,28,11.9,1,66,1,66,3,45,4,NA,NA,0,0,0.772362735546616
"331",247289801010854,2009,12,1,1,55,4,7,1,205,17.1,1,1,838,27,18.5,1,73,1,73,3,50,2,NA,NA,0,0,1.86668417654706
"332",247289802010854,2009,12,1,1,55,4,8,1,331,21.4,1,2,762,41,11,1,62,1,62,3,NA,NA,NA,70,40,-2.148882,0.659952623410356
"333",247289803010854,2009,12,1,1,55,4,9,1,336,11.4,1,2,762,41,8.4,1,62,1,62,3,NA,NA,NA,70,40,-1.314889,0.38484510006475
"334",247289804010854,2009,12,1,1,55,4,10,1,271,4.9,1,1,820,28,2.4,1,20,1,20,2,50,5,NA,NA,NA,0,0.0314159265358979
"335",247289805010854,2009,12,1,1,55,4,11,1,58,7.6,1,1,820,28,5.1,1,45,2,26,3,35,5,NA,NA,0,0,0.141862543263664
"336",247290095010854,2009,12,1,1,59,1,1,1,40,17.5,1,1,111,1,5.6,1,38,1,38,2,20,3,NA,NA,0,0.228686,0.171042266695444
"337",247290096010854,2009,12,1,1,59,1,2,1,46,13.2,1,1,111,1,6,1,43,1,43,2,25,3,NA,NA,0,0.328456,0.196349540849362
"338",247290097010854,2009,12,1,1,59,1,3,1,59,9.2,1,1,111,1,6.5,1,41,1,41,2,25,3,NA,NA,0,0.380046,0.230438002802376
"339",247290098010854,2009,12,1,1,59,1,4,1,128,7,1,1,111,1,5.7,1,38,1,38,2,25,3,NA,NA,0,0.240709,0.177205460616549
"340",247290099010854,2009,12,1,1,59,1,5,1,213,18.4,1,1,111,1,7.4,1,43,1,43,2,30,3,NA,NA,0,0.554326,0.29866946824753
"341",247290100010854,2009,12,1,1,59,1,6,1,273,17.2,1,1,111,1,7.8,1,39,1,39,2,40,3,NA,NA,5,0.531419,0.331830724035422
"342",247290101010854,2009,12,1,1,59,1,7,1,289,17.2,1,1,111,1,5.7,1,42,1,42,2,30,3,NA,NA,0,0.277098,0.177205460616549
"343",247290102010854,2009,12,1,1,59,1,8,1,308,5.3,1,1,111,1,6.7,1,41,1,41,2,30,3,NA,NA,0,0.410353,0.24483696913133
"344",247290103010854,2009,12,1,1,59,1,9,1,304,18.4,1,1,111,1,7.3,1,36,1,36,2,30,3,NA,NA,0,0.432179,0.290651861996181
"345",247290104010854,2009,12,1,1,59,1,10,1,319,19.9,1,1,111,1,5,1,37,1,37,2,25,3,NA,NA,0,0.154016,0.136353847812057
"346",247290105010854,2009,12,1,1,59,1,11,1,330,23.2,1,1,111,1,5.9,1,39,1,39,2,25,3,NA,NA,5,0.261384,0.189859097693508
"347",247290106010854,2009,12,1,1,59,1,12,1,352,12.4,1,1,111,1,6.5,1,45,1,45,2,30,3,NA,NA,0,0.427366,0.230438002802376
"348",247290107010854,2009,12,1,1,59,1,13,1,1,17,1,1,111,1,7.3,1,45,1,45,2,25,3,NA,NA,0,0.56647,0.290651861996181
"349",247290108010854,2009,12,1,1,59,1,14,1,282,5.1,1,1,111,1,2.5,1,15,1,15,2,10,5,NA,NA,NA,0,0.0340884619530143
"350",247290109010854,2009,12,1,1,59,2,1,1,22,21.5,1,1,111,1,7.4,1,39,1,39,2,35,3,NA,NA,0,0.492995,0.29866946824753
"351",247290110010854,2009,12,1,1,59,2,2,1,26,10.5,1,1,111,1,7.5,1,38,1,38,2,35,3,NA,NA,0,0.493516,0.306796157577128
"352",247290111010854,2009,12,1,1,59,2,3,1,73,20.1,1,1,111,1,5.9,1,37,1,37,2,30,3,NA,NA,5,0.242865,0.189859097693508
"353",247290112010854,2009,12,1,1,59,2,4,1,84,17.6,1,1,111,1,5.2,1,38,1,38,2,30,3,NA,NA,0,0.182721,0.147480321793521
